ETH Address, Stake, Tier, Participation Weight
0xc6f1...c520,1010,3,4
0xd630...1699,530,4,2
0xfd77...02b6,1005,3,4
0x360f...cc95,1000,3,4
0x23c7...7f2d,508,4,2
0x88bf...6ad3,226,5,1
0x3238...5564,500,4,2
0x3a09...9cc5,1006,3,4
0x5d9f...4f1a,155,5,1
0xfbd0...c2b1,503,4,2
0xd546...2354,501,4,2
0x7358...bfea,1012,3,4
0x9a63...9976,156,5,1
0x6fbb...6167,500,4,2
0x68a1...23cc,150,5,1
0x65f5...6b31,572,4,2
0xe232...f822,500,4,2
0xfd78...8601,1250,3,5
0x2da9...f223,1021,3,4
0xf421...ca7a,1001,3,4
0x7160...8796,158,5,1
0xb1d5...0357,1000,3,4
0xea69...40ff,1000,3,4
0xf69c...d7ee,200,5,1
0x40a6...0741,162,5,1
0xbce5...0150,1000,3,4
0x13e0...95b3,150,5,1
0x7934...be39,1118,3,4
0x193a...e8ac,151,5,1
0x97b2...4115,516,4,2
0x8df2...3dda,155,5,1
0x1c72...03a2,1045,3,4
0xf0cc...f066,1043,3,4
0x090c...5f2c,1021,3,4
0x6046...7e57,1007,3,4
0x56c1...cfc5,154,5,1
0x4cd9...41ba,150,5,1
0x17b3...557b,155,5,1
0xcbb5...b4c3,150,5,1
0xdf5d...2989,449,5,1
0x8f7a...70e4,500,4,2
0x6ee7...e89c,1005,3,4
0x76f3...03db,150,5,1
0xe802...4887,652,4,2
0x2ce3...1635,503,4,2
0x5c22...c7ec,160,5,1
0xb7a1...1253,1278,3,5
0x56af...6efc,150,5,1
0xa70b...86dd,154,5,1
0xdf2e...dc80,1000,3,4
0x3958...f104,150,5,1
0x25a0...0a52,151,5,1
0xf643...4ce4,157,5,1
0xac4e...1957,150,5,1
0x3033...d915,500,4,2
0x8776...eb89,252,5,1
0xdaa4...d794,155,5,1
0x8dd9...c661,585,4,2
0x19a9...a052,184,5,1
0x3d34...bcc7,500,4,2
0xea4c...6554,154,5,1
0x2d6c...0116,155,5,1
0xda19...7fea,150,5,1
0x6934...9345,150,5,1
0x794c...7bbe,150,5,1
0xdc9c...7484,157,5,1
0x01ed...c55e,506,4,2
0x90a1...0ac8,500,4,2
0x1c32...8da3,190,5,1
0x672c...60e5,157,5,1
0x6796...8ee6,150,5,1
0xb2db...0bda,200,5,1
0x1150...e5a8,500,4,2
0x977b...772c,500,4,2
0xd916...8e33,150,5,1
0xc284...c712,559,4,2
0x8f99...3fe9,150,5,1
0x1942...a5bf,151,5,1
0xfb29...a41d,151,5,1
0x87d2...07b0,500,4,2
0xd800...4f95,500,4,2
0x09f1...b3c9,504,4,2
0x6d6d...8855,518,4,2
0x8b69...1d52,170,5,1
0x26e8...3b08,159,5,1
0xccc9...e0a5,500,4,2
0x5927...c435,150,5,1
0x1ca8...1f2a,151,5,1
0x4b54...36a0,503,4,2
0x5b19...fd83,150,5,1
0xf46d...3171,1042,3,4
0x6b9b...1b58,500,4,2
0xaf9b...ec96,152,5,1
0x5ca7...3330,155,5,1
0xf195...264f,150,5,1
0xc8a4...185a,150,5,1
0x98d2...b402,158,5,1
