ETH Address, Stake, Tier, Participation Weight
0xbbdd...9f3a,539,4,2
0xc96f...6bcb,500,4,2
0x9530...6cfa,510,4,2
0x1c9d...adc5,1089,3,4
0x1643...fb98,1020,3,4
0xa728...b4f6,501,4,2
0x1e34...6ebe,508,4,2
0xb187...a919,506,4,2
0x7abe...b945,1004,3,4
0x12fb...df48,1000,3,4
0x6725...264b,500,4,2
0x7acc...b39e,1000,3,4
0x197f...7d4b,1104,3,4
0x7934...be39,1118,3,4
0xdf2a...e9a8,152,5,1
0x95f4...3b04,1009,3,4
0x0c4a...15ba,1000,3,4
0x1e80...86bc,1026,3,4
0x7850...948e,1000,3,4
0x591b...e4be,501,4,2
0xf3b4...ebe6,2100,3,8
0xc37e...2ca7,1000,3,4
0xd9b7...01be,500,4,2
0x5c4e...3f72,501,4,2
0xff86...9e49,1000,3,4
0xf5d6...610f,1000,3,4
0x70e3...3ab5,200,5,1
0x8ed2...0723,1002,3,4
0x4f2e...4360,1150,3,4
0xa47b...1870,1000,3,4
0x17b7...b283,1062,3,4
0x5dc3...a310,158,5,1
0x787d...e18e,1000,3,4
0x9c53...3a13,515,4,2
0x4243...5501,911,4,2
0x83f3...e057,1003,3,4
0x1920...6546,1955,3,7
0x3887...da51,155,5,1
0xc4f0...b914,1350,3,5
0x7fd6...a1e4,513,4,2
0x3d34...bcc7,500,4,2
0x2a58...d205,150,5,1
0x4db1...8220,160,5,1
0x63a5...4c74,1001,3,4
0x2fbe...373a,500,4,2
0x5be2...f5bf,1024,3,4
0xe483...5011,150,5,1
0x25d9...159d,508,4,2
0x4590...662b,157,5,1
0x32e7...bfe7,500,4,2
0x0752...c807,1007,3,4
0x54ad...5a27,1011,3,4
0x8a71...3945,1152,3,4
0xc6e1...0d97,1000,3,4
0x3033...d915,1005,3,4
0x69cf...4919,1170,3,4
0xdeb2...7a87,1001,3,4
0x77e3...3026,150,5,1
0x0748...c8cd,212,5,1
0x1952...9fe7,1000,3,4
0xd624...d0c1,502,4,2
0x0770...b916,1115,3,4
0xd045...9e44,1019,3,4
0x2ad9...8d14,1010,3,4
0x6a5f...ccd4,1000,3,4
0x933d...b244,1077,3,4
0x31f6...7f4a,150,5,1
0x83a3...a3be,1057,3,4
0x6bc1...fd7f,1000,3,4
0x9034...2130,154,5,1
0x83b3...b566,156,5,1
0xf7e1...38f6,1005,3,4
0xf3cc...48b3,1016,3,4
0x3a87...5732,1010,3,4
0x70cc...c649,1000,3,4
0xf4b0...5bad,518,4,2
0x3205...b960,150,5,1
0x6932...1424,224,5,1
0xab5a...de7f,1007,3,4
0x0e26...dadb,1001,3,4
0x88c0...62ab,1000,3,4
0xeb65...dde8,1008,3,4
0xa57c...0d73,1001,3,4
0x4af5...13e9,501,4,2
0xde78...9c71,1023,3,4
0xb1d5...0357,1000,3,4
0xdf98...51e7,519,4,2
0x29a2...5f62,150,5,1
0x5c22...c7ec,160,5,1
0xe7f3...8b42,1000,3,4
0x2099...c80c,153,5,1
0x4ba1...213e,160,5,1
0xc6f1...c520,1010,3,4
0x34dc...a523,1008,3,4
0xa0a6...02b4,151,5,1
0x64b4...e5ab,150,5,1
0xceb4...0e1c,507,4,2
0xe17d...0e72,1000,3,4
0x8fb0...b198,168,5,1
0xc91a...c971,150,5,1
0x2dc4...35e7,1003,3,4
0xaf03...87af,1005,3,4
0xe232...f822,500,4,2
0xaf69...58ca,1000,3,4
0x50cd...094f,150,5,1
0xf6dc...068d,162,5,1
0x7676...112d,505,4,2
0x5d9f...4f1a,507,4,2
0x5466...f544,511,4,2
0xbbcb...0f62,150,5,1
0xefbb...3f86,1000,3,4
0xc600...127e,1008,3,4
0x1270...0069,213,5,1
0xbf51...839c,152,5,1
0x0290...2271,155,5,1
